9827297,9990913,6266,2193100,12184013,21.95
9827298,4659299,3115,1090250,5749549,23.40
9827299,9862712,8194,2867900,12730612,29.08
9827300,9987508,1582,553700,10541208,5.54
9827301,4316063,4449,1557150,5873213,36.08
9827302,9978464,5780,2023000,12001464,20.27
9827303,9975469,2707,947450,10922919,9.50
9827304,9970003,3657,1279950,11249953,12.84
9827305,97382,42,14700,112082,15.10
9827306,9961662,3189,1116150,11077812,11.20
9827307,9943155,4962,1736700,11679855,17.47
9827308,9969661,4770,1669500,11639161,16.75
9827309,9984375,6139,2148650,12133025,21.52
9827310,9950198,3901,1365350,11315548,13.72
9827311,966609,444,155400,1122009,16.08
9827312,1569621,441,154350,1723971,9.83
9827313,9957988,1720,602000,10559988,6.05
9827314,9960285,3621,1267350,11227635,12.72
9827315,9944812,4388,1535800,11480612,15.44
9827316,9948339,1345,470750,10419089,4.73
9827317,9947530,3291,1151850,11099380,11.58
9827318,8600858,3088,1080800,9681658,12.57
9827319,9969724,4827,1689450,11659174,16.95
9827320,9960406,5779,2022650,11983056,20.31
9827321,9956508,5305,1856750,11813258,18.65
9827322,9965076,5858,2050300,12015376,20.57
9827324,9956870,3577,1251950,11208820,12.57
9827325,293509,197,68950,362459,23.49
9827326,9958999,1719,601650,10560649,6.04
9827327,9973372,4404,1541400,11514772,15.46
9827328,9969649,1796,628600,10598249,6.31
9827329,9993341,784,274400,10267741,2.75
9827330,9964830,5172,1810200,11775030,18.17
9827331,9971377,5554,1943900,11915277,19.49
9827332,9968740,7589,2656150,12624890,26.64
9827333,9951074,4867,1703450,11654524,17.12
9827334,9945100,6151,2152850,12097950,21.65
9827335,2027538,538,188300,2215838,9.29
9827336,9955559,5357,1874950,11830509,18.83
9827337,9948116,4760,1666000,11614116,16.75
9827339,9946224,7469,2614150,12560374,26.28
9827340,9973550,8122,2842700,12816250,28.50
9827341,9969734,6722,2352700,12322434,23.60
9827342,9973276,3006,1052100,11025376,10.55
9827343,1406459,1413,494550,1901009,35.16
9827344,9963803,4478,1567300,11531103,15.73
9827345,9960026,5827,2039450,11999476,20.48
9827346,5484329,4964,1737400,7221729,31.68
9827347,9979923,4228,1479800,11459723,14.83
9827348,6204004,3622,1267700,7471704,20.43
9827349,9994847,6289,2201150,12195997,22.02
9827350,9978539,4749,1662150,11640689,16.66
9827351,9958850,1731,605850,10564700,6.08
9827352,9968738,5325,1863750,11832488,18.70
9827353,9963857,8360,2926000,12889857,29.37
9827354,9966932,5340,1869000,11835932,18.75
9827355,9971636,1957,684950,10656586,6.87
9827356,9980723,4249,1487150,11467873,14.90
9827357,9971131,3462,1211700,11182831,12.15
9827358,721798,472,165200,886998,22.89
9827359,9972424,5650,1977500,11949924,19.83
9827360,9983732,6143,2150050,12133782,21.54
9827361,9976356,4802,1680700,11657056,16.85
9827362,9988120,5523,1933050,11921170,19.35
9827363,9987820,4723,1653050,11640870,16.55
9827364,9479080,5386,1885100,11364180,19.89
9827365,9992954,2494,872900,10865854,8.74
9827366,9975405,5304,1856400,11831805,18.61
9827367,9988810,5504,1926400,11915210,19.29
9827368,1143655,175,61250,1204905,5.36
9827369,9983454,3392,1187200,11170654,11.89
9827370,9977428,997,348950,10326378,3.50
9827371,3350489,1699,594650,3945139,17.75
9827372,9964210,4313,1509550,11473760,15.15
9827373,9967874,5427,1899450,11867324,19.06
